outcome,estimate,se_cluster,p_cluster,ci_low,ci_high,n_clusters,metodo
anemia_modsev,-0.027924400477255855,0.009381391905388305,0.0029148941122098724,-0.04631159073667253,-0.009537210217839182,2720,WLS IPW×diseño + SE cluster(hv001)
