N_endes_muestra,n_confirmatorio,n_no_consumo_muestra,sum_hv005_norm_total,N_ponderado_receptores_sin_dx,N_ponderado_receptores_sin_dx_sin_consumo,N_ponderado_receptores_sin_dx_con_consumo,share_ponderada_no_consumo_elegible,rd_diseno_modsev,boot_ci_low,boot_ci_high,casos_modsev_prevenibles_muestra_ponderada,casos_modsev_prevenibles_IC_low_muestra,casos_modsev_prevenibles_IC_high_muestra,nnt,N_ref_literatura_6_35m,N_no_consumo_elegible_escala_1_5M,casos_modsev_prevenibles_escala_1_5M,casos_IC_low_escala_1_5M,casos_IC_high_escala_1_5M,nota
14428,6703,4509,4687.084004,2186.582756,1471.840385,714.742371,0.3140204834698755,-0.027924400477255855,-0.043412412352308985,-0.011262016623645926,41.10026034933844,16.57589088322342,63.89614171040121,36.0,1500000,471030.72520481324,13153.250607711458,5304.755857504603,20448.580073198493,Escenario 1.5M = share ponderada ENDES de receptores sin dx sin consumo × 1.5e6 × |RD|.
